campaign,date,cost,impressions,clicks,sessions,transactions,revenue,revenue_web,revenue_app,Medio,TipoCampaña
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2024-12-24,"$1,004.42","72,071",216,26,0,$0.00,$0.00,$0.00,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2024-12-25,$987.62,"69,022",322,41,0,$0.00,$0.00,$0.00,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2024-12-26,$998.26,"72,057",236,24,0,$0.00,$0.00,$0.00,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2024-12-27,$977.08,"61,347",227,23,0,$0.00,$0.00,$0.00,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2024-12-28,$967.37,"65,541",262,34,0,$0.00,$0.00,$0.00,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2024-12-29,$951.93,"65,037",228,29,0,$0.00,$0.00,$0.00,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2024-12-30,$929.27,"64,370",255,32,0,$0.00,$0.00,$0.00,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2024-12-31,$884.49,"65,905",293,34,0,$0.00,$0.00,$0.00,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2025-01-01,$782.71,"63,921",399,41,0,$0.00,$0.00,$0.00,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2025-01-02,$819.43,"73,323",267,46,1,$961.67,$0.00,$961.67,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2025-01-03,$819.87,"71,523",273,36,0,$0.00,$0.00,$0.00,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2025-01-04,$820.16,"69,816",319,44,0,$0.00,$0.00,$0.00,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2025-01-05,$818.60,"71,988",380,50,0,$0.00,$0.00,$0.00,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2025-01-06,$817.16,"70,640",305,52,0,$0.00,$0.00,$0.00,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2025-01-07,$814.19,"68,068",269,36,0,$0.00,$0.00,$0.00,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2025-01-08,$811.61,"67,820",257,37,0,$0.00,$0.00,$0.00,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2025-01-09,$810.62,"67,000",238,48,0,$0.00,$0.00,$0.00,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2025-01-10,$808.21,"64,860",245,55,0,$0.00,$0.00,$0.00,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2025-01-11,$787.73,"40,255",161,40,1,$508.80,$0.00,$508.80,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2025-01-12,$827.47,"66,758",336,60,0,$0.00,$0.00,$0.00,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2025-01-13,$805.63,"64,438",247,32,0,$0.00,$0.00,$0.00,aw,Branding
aw_chedraui_branding_see_yt_videoreach_folletos_selecto,2025-01-14,$117.13,"9,212",31,2,0,$0.00,$0.00,$0.00,aw,Branding
aw_chedraui_branding_middle_think_demand_gen_aon,2024-12-15,"$9,636.57","151,276","3,124","3,130",64,"$50,437.89","$11,598.77","$38,839.12",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2024-12-16,"$9,609.17","116,778","1,818","2,208",45,"$29,529.21","$2,332.59","$27,196.62",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2024-12-17,"$9,623.18","139,455","2,441","2,630",23,"$23,678.68","$2,455.23","$21,223.45",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2024-12-18,"$9,652.84","148,943","2,732","2,778",22,"$14,419.71","$6,216.18","$8,203.53",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2024-12-19,"$9,538.01","157,500","3,068","2,976",20,"$15,875.07","$3,161.30","$12,713.77",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2024-12-20,"$9,453.04","322,582","4,239","4,447",104,"$89,707.06","$20,367.60","$69,339.46",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2024-12-21,"$9,456.91","380,918","4,940","4,559",49,"$49,406.73","$5,725.28","$43,681.45",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2024-12-22,"$9,569.20","240,029","4,116","3,738",41,"$34,893.36","$13,186.04","$21,707.32",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2024-12-23,"$9,613.68","147,658","2,564","3,347",62,"$50,181.34","$16,154.08","$34,027.26",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2024-12-24,"$9,930.78","162,030","2,451","2,582",24,"$19,137.79","$5,970.81","$13,166.98",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2024-12-25,"$9,860.61","165,599","3,223","2,850",17,"$9,810.61","$1,062.10","$8,748.51",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2024-12-26,"$9,871.53","167,628","3,610","3,416",45,"$29,330.01","$4,857.89","$24,472.12",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2024-12-27,"$9,495.09","171,178","2,021","2,900",46,"$28,301.71","$5,861.12","$22,440.59",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2024-12-28,"$9,599.45","185,743","3,078","3,135",57,"$49,104.48","$7,891.87","$41,212.61",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2024-12-29,"$9,485.19","246,911","4,398","3,662",56,"$44,529.21","$3,394.65","$41,134.56",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2024-12-30,"$10,528.07","219,441","2,972","3,135",59,"$29,162.73","$1,289.79","$27,872.94",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2024-12-31,"$7,012.76","131,626","1,480","2,462",54,"$33,242.73","$1,913.90","$31,328.83",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2025-01-02,"$13,185.17","977,117","12,722","5,443",18,"$12,199.10","$3,328.56","$8,870.54",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2025-01-03,"$13,324.79","433,432","8,963","5,306",48,"$22,425.08","$9,085.91","$13,339.17",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2025-01-04,"$13,665.14","345,145","6,508","4,300",53,"$43,144.54","$4,629.38","$38,515.16",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2025-01-05,"$13,667.11","483,860","9,109","4,959",64,"$32,803.32","$2,474.56","$30,328.76",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2025-01-06,"$13,157.16","495,265","7,962","4,566",39,"$27,154.38","$6,297.11","$20,857.27",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2025-01-07,$673.30,"26,274",472,"1,634",19,"$13,262.71",$717.78,"$12,544.93",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2025-01-08,"$16,150.77","493,422","7,899","4,520",32,"$16,908.00","$3,069.55","$13,838.45",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2025-01-09,"$16,330.35","466,922","11,737","7,041",26,"$20,313.69","$1,632.46","$18,681.23",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2025-01-10,"$16,391.15","466,055","11,600","8,435",174,"$144,712.76","$15,801.49","$128,911.27",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2025-01-11,"$16,676.48","475,704","11,601","7,959",77,"$69,582.59","$11,438.31","$58,144.28",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2025-01-12,"$15,761.81","480,747","12,794","8,721",85,"$56,731.98","$9,963.24","$46,768.74",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2025-01-13,"$14,793.27","361,641","7,558","5,762",70,"$36,794.75","$2,143.95","$34,650.80",aw,Demand Gen
aw_chedraui_branding_middle_think_demand_gen_aon,2025-01-14,"$4,101.29","82,772","1,984",842,3,"$1,423.85",$0.00,"$1,423.85",aw,Demand Gen
aw_chedraui_ecomm_do_pmax_apuestas,2024-12-15,"$5,883.83","121,027","2,386","2,848",100,"$113,893.53","$21,378.24","$92,515.29",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2024-12-16,"$5,754.62","104,395","1,646","2,321",63,"$41,934.78","$7,433.37","$34,501.41",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2024-12-17,"$7,498.18","151,697","2,600","2,898",35,"$23,369.35","$8,187.30","$15,182.05",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2024-12-18,"$6,402.65","143,896","2,359","2,334",40,"$28,583.08","$13,614.65","$14,968.43",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2024-12-19,"$4,755.58","104,059","1,828","2,356",33,"$29,772.24","$5,802.30","$23,969.94",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2024-12-20,"$8,164.47","156,133","3,374","4,090",167,"$110,390.90","$49,887.44","$60,503.46",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2024-12-21,"$6,999.47","138,182","2,725","3,369",103,"$66,806.89","$20,794.88","$46,012.01",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2024-12-22,"$6,991.83","143,773","3,049","3,716",105,"$84,661.04","$40,348.04","$44,313.00",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2024-12-23,"$6,769.33","170,714","3,735","4,559",119,"$78,314.70","$39,430.42","$38,884.28",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2024-12-24,"$6,315.66","161,788","2,745","2,441",34,"$24,093.33","$6,908.44","$17,184.89",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2024-12-25,"$3,444.98","128,855","2,077","2,040",34,"$29,908.46","$12,336.86","$17,571.60",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2024-12-26,"$8,897.02","199,882","3,940","3,632",81,"$74,868.76","$42,971.30","$31,897.46",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2024-12-27,"$4,185.74","119,881","2,030","2,711",53,"$55,445.44","$7,876.74","$47,568.70",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2024-12-28,"$5,568.25","158,852","2,635","2,471",61,"$43,522.99","$13,855.96","$29,667.03",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2024-12-29,"$5,398.39","140,211","2,412","2,457",56,"$49,858.19","$15,505.45","$34,352.74",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2024-12-30,"$4,484.42","134,849","2,447","2,787",80,"$48,607.32","$13,618.14","$34,989.18",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2024-12-31,"$1,634.15","50,278",743,"1,372",54,"$46,951.99","$8,655.40","$38,296.59",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2025-01-01,"$1,267.61","66,118","1,032","1,338",27,"$17,449.42","$4,369.69","$13,079.73",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2025-01-02,"$13,921.10","385,455","7,473","5,254",87,"$79,769.13","$37,307.06","$42,462.07",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2025-01-03,"$27,381.84","684,687","12,169","8,390",216,"$151,468.26","$49,530.35","$101,937.91",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2025-01-04,"$20,297.38","629,084","12,039","8,002",163,"$120,655.30","$63,097.75","$57,557.55",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2025-01-05,"$21,333.14","637,051","11,556","7,375",154,"$102,379.81","$33,195.83","$69,183.98",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2025-01-06,"$20,063.55","621,443","10,696","6,827",115,"$74,233.97","$31,317.97","$42,916.00",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2025-01-07,"$2,807.15","111,085","1,765","2,838",43,"$31,232.32","$14,750.82","$16,481.50",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2025-01-08,"$7,519.15","270,489","5,329","4,823",44,"$20,576.54","$5,106.95","$15,469.59",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2025-01-09,"$3,988.09","146,409","2,227","2,527",29,"$14,931.50","$2,947.46","$11,984.04",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2025-01-10,"$4,721.70","136,831","1,741","3,210",160,"$155,259.48","$27,334.90","$127,924.58",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2025-01-11,"$9,162.44","262,016","3,692","3,549",106,"$81,354.74","$11,375.88","$69,978.86",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2025-01-12,"$6,311.27","187,416","2,323","2,703",105,"$84,244.02","$34,289.15","$49,954.87",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2025-01-13,"$9,017.04","181,362","2,156","2,369",84,"$52,213.66","$6,696.43","$45,517.23",aw,PMAX
aw_chedraui_ecomm_do_pmax_apuestas,2025-01-14,$262.67,"8,302",62,213,3,"$1,742.64",$0.00,"$1,742.64",aw,PMAX
aw_chedraui_branding_low_do_pla_super_v1,2024-12-15,"$18,731.07","894,967","12,817","8,393",57,"$27,786.24","$22,599.48","$5,186.76",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2024-12-16,"$12,817.98","731,574","12,047","8,231",48,"$26,697.34","$20,520.90","$6,176.44",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2024-12-17,"$2,628.79","305,073","5,354","4,419",33,"$19,260.45","$13,794.72","$5,465.73",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2024-12-18,"$2,984.28","274,888","5,296","4,296",22,"$9,173.66","$7,211.46","$1,962.20",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2024-12-19,"$2,776.26","287,050","5,280","4,219",34,"$31,285.73","$17,892.06","$13,393.67",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2024-12-20,"$2,647.66","291,400","5,416","4,310",53,"$45,399.45","$23,994.06","$21,405.39",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2024-12-21,"$2,538.49","268,575","4,948","3,996",29,"$16,990.34","$9,497.29","$7,493.05",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2024-12-22,"$2,419.18","247,172","4,954","4,078",42,"$30,768.90","$14,632.19","$16,136.71",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2024-12-23,"$2,389.48","281,819","6,307","5,099",47,"$38,163.41","$21,412.71","$16,750.70",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2024-12-24,"$2,006.26","243,139","5,044","3,888",13,"$5,756.10","$3,887.20","$1,868.90",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2024-12-25,"$2,118.73","180,010","3,429","2,877",22,"$10,435.88","$8,214.78","$2,221.10",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2024-12-26,"$3,108.85","228,110","4,393","3,410",18,"$10,658.89","$8,022.00","$2,636.89",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2024-12-27,"$3,106.87","315,149","5,810","4,496",34,"$16,542.79","$9,540.12","$7,002.67",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2024-12-28,"$3,077.22","324,224","6,022","4,574",44,"$29,444.44","$16,066.30","$13,378.14",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2024-12-29,"$3,030.02","278,158","5,731","4,515",34,"$21,123.42","$14,994.76","$6,128.66",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2024-12-30,"$2,880.51","295,217","6,887","5,300",43,"$17,009.25","$11,097.58","$5,911.67",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2024-12-31,"$2,790.40","332,301","6,994","5,484",25,"$18,074.05","$9,787.47","$8,286.58",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2025-01-01,"$2,959.07","246,287","4,688","3,589",20,"$12,054.74","$7,560.26","$4,494.48",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2025-01-02,"$3,069.99","280,612","5,409","4,286",29,"$14,643.21","$8,987.80","$5,655.41",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2025-01-03,"$3,092.29","150,825","2,723","2,572",29,"$14,267.00","$6,981.60","$7,285.40",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2025-01-04,"$3,062.04","276,151","5,604","4,381",31,"$24,680.90","$12,754.72","$11,926.18",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2025-01-05,"$3,068.00","282,754","5,651","4,416",27,"$13,837.60","$5,852.44","$7,985.16",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2025-01-06,"$3,057.57","241,535","4,871","3,908",31,"$12,619.88","$9,321.34","$3,298.54",aw,PLA
aw_chedraui_branding_low_do_pla_super_v1,2025-01-07,"$3,056.70","306,650","5,557","4,361",23,"$12,047.92","$8,678.47","$3,369.45",aw,PLA
aw_chedraui_branding_video_action,2024-12-15,"$2,195.92","44,162",292,"1,211",61,"$45,397.48","$7,990.22","$37,407.26",aw,Branding
aw_chedraui_branding_video_action,2024-12-16,"$2,180.63","31,924",254,"1,149",37,"$18,967.04",$736.80,"$18,230.24",aw,Branding
aw_chedraui_branding_video_action,2024-12-17,"$2,185.08","31,896",264,"1,107",21,"$15,886.05","$1,220.14","$14,665.91",aw,Branding
aw_chedraui_branding_video_action,2024-12-18,"$2,203.74","41,073",301,"1,092",18,"$14,908.94","$3,405.32","$11,503.62",aw,Branding
aw_chedraui_branding_video_action,2024-12-19,"$2,187.41","29,987",277,969,18,"$14,939.71","$1,031.87","$13,907.84",aw,Branding
aw_chedraui_branding_video_action,2024-12-20,"$2,189.87","30,876",264,"1,354",38,"$25,312.78","$2,384.65","$22,928.13",aw,Branding
aw_chedraui_branding_video_action,2024-12-21,"$2,198.10","27,003",239,"1,158",37,"$27,997.54","$5,088.93","$22,908.61",aw,Branding
aw_chedraui_branding_video_action,2024-12-22,"$2,199.54","31,247",324,"1,231",43,"$33,778.31","$8,853.78","$24,924.53",aw,Branding
aw_chedraui_branding_video_action,2024-12-23,"$8,799.05","172,587","1,386","1,926",55,"$35,869.40","$4,308.18","$31,561.22",aw,Branding
aw_chedraui_branding_video_action,2024-12-24,"$8,805.28","162,166","1,740","1,665",20,"$19,231.08","$3,670.00","$15,561.08",aw,Branding
aw_chedraui_branding_video_action,2024-12-25,"$8,666.12","178,983","1,916","1,655",26,"$21,749.22","$1,867.60","$19,881.62",aw,Branding
aw_chedraui_branding_video_action,2024-12-26,"$8,847.52","118,810","1,235","1,876",37,"$20,894.09","$1,045.15","$19,848.94",aw,Branding
aw_chedraui_branding_video_action,2024-12-27,"$8,886.88","140,287","1,343","2,416",56,"$43,763.72","$6,325.57","$37,438.15",aw,Branding
aw_chedraui_branding_video_action,2024-12-28,"$8,917.93","161,182","1,639","2,268",46,"$30,674.56","$3,391.42","$27,283.14",aw,Branding
aw_chedraui_branding_video_action,2024-12-29,"$8,902.96","160,743","1,529","2,348",52,"$31,149.18",$696.61,"$30,452.57",aw,Branding
aw_chedraui_branding_video_action,2024-12-30,"$9,022.02","178,635","1,621","2,651",56,"$47,112.01","$3,991.34","$43,120.67",aw,Branding
aw_chedraui_branding_video_action,2024-12-31,"$9,070.81","181,851","1,861","2,546",42,"$19,147.28","$4,198.15","$14,949.13",aw,Branding
aw_chedraui_branding_video_action,2025-01-01,"$9,597.21","236,891","2,643","2,452",36,"$23,687.05",$326.90,"$23,360.15",aw,Branding
aw_chedraui_branding_video_action,2025-01-02,"$9,537.11","203,900","2,160","3,317",67,"$46,869.74","$4,779.64","$42,090.10",aw,Branding
aw_chedraui_branding_video_action,2025-01-03,"$9,578.14","197,860","1,977","3,288",112,"$88,502.02","$10,936.82","$77,565.20",aw,Branding
aw_chedraui_branding_video_action,2025-01-04,"$9,627.28","220,555","2,523","2,775",72,"$49,343.59","$1,460.78","$47,882.81",aw,Branding
aw_chedraui_branding_video_action,2025-01-05,"$9,615.79","198,076","2,231","2,506",66,"$49,556.14","$5,635.77","$43,920.37",aw,Branding
aw_chedraui_branding_video_action,2025-01-06,"$9,522.62","230,992","2,255","2,411",34,"$25,046.03","$3,002.75","$22,043.28",aw,Branding
aw_chedraui_branding_video_action,2025-01-07,"$9,522.38","180,877","1,815","2,236",32,"$12,155.85","$2,563.67","$9,592.18",aw,Branding
aw_chedraui_branding_video_action,2025-01-08,"$9,492.92","180,983","1,832","2,291",38,"$16,518.67","$1,921.59","$14,597.08",aw,Branding
aw_chedraui_branding_video_action,2025-01-09,"$9,570.12","267,856","2,135","2,610",26,"$16,739.42","$1,763.52","$14,975.90",aw,Branding
aw_chedraui_branding_video_action,2025-01-10,"$7,328.26","151,518","1,376","3,420",183,"$158,384.69","$21,940.53","$136,444.16",aw,Branding
aw_chedraui_branding_video_action,2025-01-11,"$7,364.47","128,642","1,269","2,608",88,"$65,123.31","$5,481.10","$59,642.21",aw,Branding
aw_chedraui_branding_video_action,2025-01-12,"$7,368.54","130,875","1,356","2,551",80,"$71,486.41","$10,830.65","$60,655.76",aw,Branding
aw_chedraui_branding_video_action,2025-01-13,"$7,473.07","130,106","1,301","2,310",84,"$57,421.90","$8,852.92","$48,568.98",aw,Branding
aw_chedraui_branding_video_action,2025-01-14,"$2,122.74","30,751",281,257,3,"$1,428.30",$0.00,"$1,428.30",aw,Branding
aw_chedraui_branding_low_sem_gen_licores,2024-12-15,"$12,945.86","69,951","4,295","3,718",32,"$28,284.59","$24,405.44","$3,879.15",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2024-12-16,"$2,043.12","14,233","1,117","1,203",7,"$12,754.73","$9,843.93","$2,910.80",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2024-12-17,"$2,054.49","17,421","1,393","1,330",6,"$7,053.42","$3,266.07","$3,787.35",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2024-12-18,"$2,393.15","18,703","1,573","1,416",7,"$7,523.62","$4,033.47","$3,490.15",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2024-12-19,"$2,260.91","17,106","1,399","1,324",9,"$14,704.32","$12,814.50","$1,889.82",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2024-12-20,"$11,461.34","69,470","4,135","3,564",15,"$17,790.77","$9,680.42","$8,110.35",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2024-12-21,"$10,773.33","64,161","4,298","3,732",21,"$17,357.19","$10,234.79","$7,122.40",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2024-12-22,"$9,616.06","60,701","3,886","3,366",6,"$4,979.65","$4,979.65",$0.00,aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2024-12-23,"$2,203.57","19,628","1,598","1,636",10,"$5,845.16","$4,519.90","$1,325.26",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2024-12-24,"$2,047.41","26,836","1,741","1,585",4,"$4,307.54","$3,335.60",$971.94,aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2024-12-25,"$1,954.63","16,141",983,"1,008",6,"$4,060.55","$2,070.00","$1,990.55",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2024-12-26,"$3,233.65","23,856","1,654","1,527",14,"$11,863.11","$9,434.29","$2,428.82",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2024-12-27,"$3,071.69","17,077","1,200","1,156",10,"$16,696.60","$10,915.40","$5,781.20",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2024-12-28,"$3,355.15","18,946","1,450","1,358",16,"$17,692.50","$15,668.20","$2,024.30",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2024-12-29,"$3,191.41","23,602","1,692","1,577",10,"$11,940.70","$3,835.10","$8,105.60",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2024-12-30,"$2,891.78","22,018","1,746","1,642",15,"$13,738.12","$10,759.22","$2,978.90",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2024-12-31,"$1,002.25","15,270","1,047","1,065",7,"$4,700.35","$1,605.00","$3,095.35",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2025-01-01,$935.39,"9,416",600,630,2,"$1,830.92",$0.00,"$1,830.92",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2025-01-02,"$1,077.29","7,955",637,697,11,"$7,178.96","$7,089.96",$89.00,aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2025-01-03,"$1,025.63","5,793",506,554,7,"$6,805.92","$3,043.32","$3,762.60",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2025-01-04,"$1,037.33","6,658",492,553,6,"$2,878.96","$2,268.23",$610.73,aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2025-01-05,$984.56,"6,750",494,577,7,"$4,504.90","$3,227.32","$1,277.58",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2025-01-06,"$1,034.02","6,131",448,523,4,"$2,696.05","$2,207.15",$488.90,aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2025-01-07,"$1,052.06","4,841",393,468,4,"$2,976.03","$2,133.95",$842.08,aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2025-01-08,$995.61,"4,741",399,392,4,"$3,119.93","$2,703.81",$416.12,aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2025-01-09,"$1,011.17","3,980",286,345,6,"$15,329.80","$14,457.70",$872.10,aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2025-01-10,"$1,008.61","6,126",461,539,6,"$6,403.65","$5,469.30",$934.35,aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2025-01-11,"$1,029.36","7,719",580,537,6,"$4,467.05","$2,757.20","$1,709.85",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2025-01-12,"$1,003.37","5,941",434,433,4,"$5,099.88","$3,940.00","$1,159.88",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2025-01-13,$990.44,"6,266",429,402,3,"$1,166.04",$152.25,"$1,013.79",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_licores,2025-01-14,$135.63,698,55,29,0,$0.00,$0.00,$0.00,aw,SEM GEN
aw_chedraui_branding_low_sem_gen_no_super,2024-12-15,"$8,819.80","62,016","2,062","2,116",25,"$28,026.21","$18,192.62","$9,833.59",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_no_super,2024-12-16,"$9,109.89","60,007","2,025","1,997",18,"$11,519.51","$6,837.91","$4,681.60",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_no_super,2024-12-17,"$6,309.68","39,008","1,376","1,524",18,"$18,181.96","$16,543.51","$1,638.45",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_no_super,2024-12-18,"$6,368.13","37,476","1,447","1,585",8,"$27,718.84","$12,102.50","$15,616.34",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_no_super,2024-12-19,"$6,277.33","41,791","1,484","1,601",19,"$25,909.13","$15,024.13","$10,885.00",aw,SEM GEN
aw_chedraui_branding_low_sem_gen_no_super,2024-12-20,"$6,147.86","43,380","1,577","1,836",39,"$47,414.36","$35,564.29","$11,850.07",aw,SEM GEN
